#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
4647,76,1,53,468,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→宿堂,真木
4648,76,1,54,8120,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→宿堂,天谷口
4649,76,1,55,470,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→宿堂,天谷
4650,76,1,56,471,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→宿堂,宿堂
4651,76,2,1,471,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,宿堂
4652,76,2,2,470,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,天谷
4653,76,2,3,8120,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,天谷口
4654,76,2,4,468,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,真木
4655,76,2,5,467,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,杖立
4656,76,2,6,466,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,森
4657,76,2,7,8119,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,糸生清水
4658,76,2,8,464,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,大玉
4659,76,2,9,463,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,上糸生
4660,76,2,10,462,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,野田
4661,76,2,11,461,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,野末
4662,76,2,12,460,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,横山
4663,76,2,13,459,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,大城野
4664,76,2,14,448,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,天王
4665,76,2,15,447,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,内郡
4666,76,2,16,446,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,西田中
4667,76,2,17,1446,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,西田中バスターミナル
4668,76,2,18,8118,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,朝日郵便局前
4669,76,2,19,444,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,気比庄
4670,76,2,20,443,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,市
4671,76,2,21,442,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,乙坂
4672,76,2,22,441,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,在田
4673,76,2,23,440,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,甑谷
4674,76,2,24,455,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,坪谷口
4675,76,2,25,439,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,真栗第２
4676,76,2,26,438,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,真栗
4677,76,2,27,458,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,御油
4678,76,2,28,457,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,島寺
4679,76,2,29,456,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,島寺公民館前
4680,76,2,30,8117,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,清水中学校前
4681,76,2,31,8123,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,清水プラント３
4682,76,2,32,475,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,風巻
4683,76,2,33,474,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,福祉センター前
4684,76,2,34,357,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,小羽
4685,76,2,35,473,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,三留
4686,76,2,36,8131,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,清水東小学校前
4687,76,2,37,454,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,杉谷
4688,76,2,38,453,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,田尻
4689,76,2,39,452,12,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,栃谷
4690,76,2,40,451,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,朝宮
4691,76,2,41,450,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,下江守
4692,76,2,42,449,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,科学技術高校入口
4693,76,2,43,70,13,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,福井市農協前
4694,76,2,44,8115,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,渕二丁目
4695,76,2,45,31,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,福町
4696,76,2,46,32,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,門前
4697,76,2,47,33,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,おさごえ民家園
4698,76,2,48,56,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,藤ケ丘
4699,76,2,49,55,2,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,赤十字血液センター
4700,76,2,50,54,0,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,赤十字病院
4701,76,2,51,53,2,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,赤十字前
4702,76,2,52,52,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,みのり二丁目
4703,76,2,53,50,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,木田四ツ辻
4704,76,2,54,49,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,福井商工会議所
4705,76,2,55,48,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,毛矢町
4706,76,2,56,47,1,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,駅前大通り
4707,76,2,57,2,7,西田中・宿堂線,宿堂→清水プラント３→赤十字病院→福井駅,福井駅
4708,76,3,1,2,4,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,福井駅
4709,76,3,2,47,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,駅前大通り
4710,76,3,3,48,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,毛矢町
4711,76,3,4,49,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,福井商工会議所
4712,76,3,5,50,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,木田四ツ辻
4713,76,3,6,52,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,みのり二丁目
4714,76,3,7,54,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,赤十字病院
4715,76,3,8,55,1,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,赤十字血液センター
4716,76,3,9,56,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,藤ケ丘
4717,76,3,10,33,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,おさごえ民家園
4718,76,3,11,32,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,門前
4719,76,3,12,31,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,福町
4720,76,3,13,8115,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,渕二丁目
4721,76,3,14,70,12,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,福井市農協前
4722,76,3,15,449,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,科学技術高校入口
4723,76,3,16,450,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,下江守
4724,76,3,17,451,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,朝宮
4725,76,3,18,452,12,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,栃谷
4726,76,3,19,453,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,田尻
4727,76,3,20,454,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,杉谷
4728,76,3,21,8131,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,清水東小学校前
4729,76,3,22,473,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,三留
4730,76,3,23,357,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,小羽
4731,76,3,24,474,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,福祉センター前
4732,76,3,25,475,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,風巻
4733,76,3,26,8123,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,清水プラント３
4734,76,3,27,8117,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,清水中学校前
4735,76,3,28,456,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,島寺公民館前
4736,76,3,29,457,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,島寺
4737,76,3,30,458,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,御油
4738,76,3,31,438,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,真栗
4739,76,3,32,439,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,真栗第２
4740,76,3,33,455,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,坪谷口
4741,76,3,34,440,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,甑谷
4742,76,3,35,441,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,在田
4743,76,3,36,442,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,乙坂
4744,76,3,37,443,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,市
4745,76,3,38,444,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,気比庄
4746,76,3,39,8118,2,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,朝日郵便局前
4747,76,3,40,1446,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,西田中バスターミナル
4748,76,3,41,446,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,西田中
4749,76,3,42,447,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,内郡
4750,76,3,43,448,0,西田中・宿堂線,福井駅→赤十字病院→清水プラント３→天王,天王
4751,76,4,1,448,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,天王
4752,76,4,2,447,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,内郡
4753,76,4,3,446,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,西田中
4754,76,4,4,1446,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,西田中バスターミナル
4755,76,4,5,8118,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,朝日郵便局前
4756,76,4,6,444,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,気比庄
4757,76,4,7,443,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,市
4758,76,4,8,442,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,乙坂
4759,76,4,9,441,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,在田
4760,76,4,10,440,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,甑谷
4761,76,4,11,455,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,坪谷口
4762,76,4,12,439,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,真栗第２
4763,76,4,13,438,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,真栗
4764,76,4,14,458,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,御油
4765,76,4,15,457,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,島寺
4766,76,4,16,456,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,島寺公民館前
4767,76,4,17,8117,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,清水中学校前
4768,76,4,18,8123,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,清水プラント３
4769,76,4,19,475,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,風巻
4770,76,4,20,474,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,福祉センター前
4771,76,4,21,357,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,小羽
4772,76,4,22,473,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,三留
4773,76,4,23,8131,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,清水東小学校前
4774,76,4,24,454,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,杉谷
4775,76,4,25,453,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,田尻
4776,76,4,26,452,12,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,栃谷
4777,76,4,27,451,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,朝宮
4778,76,4,28,450,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,下江守
4779,76,4,29,449,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,科学技術高校入口
4780,76,4,30,70,13,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,福井市農協前
4781,76,4,31,8115,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,渕二丁目
4782,76,4,32,31,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,福町
4783,76,4,33,32,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,門前
4784,76,4,34,33,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,おさごえ民家園
4785,76,4,35,56,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,藤ケ丘
4786,76,4,36,55,2,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,赤十字血液センター
4787,76,4,37,54,0,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,赤十字病院
4788,76,4,38,53,2,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,赤十字前
4789,76,4,39,52,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,みのり二丁目
4790,76,4,40,50,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,木田四ツ辻
4791,76,4,41,49,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,福井商工会議所
4792,76,4,42,48,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,毛矢町
4793,76,4,43,47,1,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,駅前大通り
4794,76,4,44,2,7,西田中・宿堂線,天王→清水プラント３→赤十字病院→福井駅,福井駅
4795,76,5,1,471,1,西田中・宿堂線,宿堂→天王,宿堂
4796,76,5,2,470,0,西田中・宿堂線,宿堂→天王,天谷
4797,76,5,3,8120,0,西田中・宿堂線,宿堂→天王,天谷口
4798,76,5,4,468,0,西田中・宿堂線,宿堂→天王,真木
4799,76,5,5,467,0,西田中・宿堂線,宿堂→天王,杖立
4800,76,5,6,466,0,西田中・宿堂線,宿堂→天王,森
4801,76,5,7,8119,0,西田中・宿堂線,宿堂→天王,糸生清水
4802,76,5,8,464,0,西田中・宿堂線,宿堂→天王,大玉
4803,76,5,9,463,1,西田中・宿堂線,宿堂→天王,上糸生
4804,76,5,10,462,0,西田中・宿堂線,宿堂→天王,野田
4805,76,5,11,461,0,西田中・宿堂線,宿堂→天王,野末
4806,76,5,12,460,0,西田中・宿堂線,宿堂→天王,横山
4807,76,5,13,459,0,西田中・宿堂線,宿堂→天王,大城野
4808,76,5,14,448,0,西田中・宿堂線,宿堂→天王,天王
4809,78,1,1,2,4,茱崎線,福井駅→水仙ランド入口,福井駅
4810,78,1,2,47,2,茱崎線,福井駅→水仙ランド入口,駅前大通り
4811,78,1,3,7,2,茱崎線,福井駅→水仙ランド入口,福井銀行本店前
4812,78,1,4,8,0,茱崎線,福井駅→水仙ランド入口,片町入口
4813,78,1,5,9,2,茱崎線,福井駅→水仙ランド入口,本町角
4814,78,1,6,10,2,茱崎線,福井駅→水仙ランド入口,久保町
4815,78,1,7,11,2,茱崎線,福井駅→水仙ランド入口,有楽町
4816,78,1,8,12,2,茱崎線,福井駅→水仙ランド入口,有楽町本町
4817,78,1,9,13,2,茱崎線,福井駅→水仙ランド入口,明里町
4818,78,1,10,14,2,茱崎線,福井駅→水仙ランド入口,福井競輪場前
4819,78,1,11,40,2,茱崎線,福井駅→水仙ランド入口,明里三差路
4820,78,1,12,41,2,茱崎線,福井駅→水仙ランド入口,若茂
4821,78,1,13,42,2,茱崎線,福井駅→水仙ランド入口,若杉第２
4822,78,1,14,43,2,茱崎線,福井駅→水仙ランド入口,社中学校
4823,78,1,15,21,13,茱崎線,福井駅→水仙ランド入口,道守高校
4824,78,1,16,1328,2,茱崎線,福井駅→水仙ランド入口,ワッセ前
4825,78,1,17,486,2,茱崎線,福井駅→水仙ランド入口,久喜津
4826,78,1,18,487,2,茱崎線,福井駅→水仙ランド入口,片粕口
4827,78,1,19,488,2,茱崎線,福井駅→水仙ランド入口,新片粕
4828,78,1,20,489,2,茱崎線,福井駅→水仙ランド入口,ハイツ中央
4829,78,1,21,490,2,茱崎線,福井駅→水仙ランド入口,清水台保育園
4830,78,1,22,491,2,茱崎線,福井駅→水仙ランド入口,竹生口
4831,78,1,23,492,2,茱崎線,福井駅→水仙ランド入口,竹生
4832,78,1,24,493,2,茱崎線,福井駅→水仙ランド入口,三留口
4833,78,1,25,494,2,茱崎線,福井駅→水仙ランド入口,志津川橋
4834,78,1,26,495,2,茱崎線,福井駅→水仙ランド入口,下天下
4835,78,1,27,8145,2,茱崎線,福井駅→水仙ランド入口,中天下
4836,78,1,28,8116,0,茱崎線,福井駅→水仙ランド入口,上天下
4837,78,1,29,498,2,茱崎線,福井駅→水仙ランド入口,出村
4838,78,1,30,499,2,茱崎線,福井駅→水仙ランド入口,出村第２
4839,78,1,31,500,2,茱崎線,福井駅→水仙ランド入口,清水診療所
4840,78,1,32,501,0,茱崎線,福井駅→水仙ランド入口,大森
4841,78,1,33,502,2,茱崎線,福井駅→水仙ランド入口,滝波口
4842,78,1,34,503,2,茱崎線,福井駅→水仙ランド入口,本折
4843,78,1,35,504,0,茱崎線,福井駅→水仙ランド入口,清水畑
4844,78,1,36,505,0,茱崎線,福井駅→水仙ランド入口,白滝
4845,78,1,37,506,2,茱崎線,福井駅→水仙ランド入口,別所
4846,78,1,38,471,2,茱崎線,福井駅→水仙ランド入口,宿堂
4847,78,1,39,477,2,茱崎線,福井駅→水仙ランド入口,水谷口
4848,78,1,40,478,0,茱崎線,福井駅→水仙ランド入口,尼ケ谷
4849,78,1,41,479,2,茱崎線,福井駅→水仙ランド入口,大矢
4850,78,1,42,480,2,茱崎線,福井駅→水仙ランド入口,風尾
4851,78,1,43,481,0,茱崎線,福井駅→水仙ランド入口,畠中
4852,78,1,44,608,2,茱崎線,福井駅→水仙ランド入口,畠中第２
4853,78,1,45,482,0,茱崎線,福井駅→水仙ランド入口,瀬の庄
4854,78,1,46,1329,0,茱崎線,福井駅→水仙ランド入口,越廼中学校前
4855,78,1,47,483,2,茱崎線,福井駅→水仙ランド入口,大味
4856,78,1,48,484,0,茱崎線,福井駅→水仙ランド入口,茱崎入口
4857,78,1,49,485,0,茱崎線,福井駅→水仙ランド入口,茱崎
4858,78,1,50,507,0,茱崎線,福井駅→水仙ランド入口,蒲生
4859,78,1,51,508,2,茱崎線,福井駅→水仙ランド入口,蒲生第２
4860,78,1,52,509,0,茱崎線,福井駅→水仙ランド入口,蒲生第３
4861,78,1,53,609,0,茱崎線,福井駅→水仙ランド入口,越廼海水浴場
4862,78,1,54,510,0,茱崎線,福井駅→水仙ランド入口,北山
4863,78,1,55,701,2,茱崎線,福井駅→水仙ランド入口,越前水仙の里
4864,78,1,56,511,0,茱崎線,福井駅→水仙ランド入口,居倉
4865,78,1,57,512,0,茱崎線,福井駅→水仙ランド入口,赤坂
4866,78,1,58,513,0,茱崎線,福井駅→水仙ランド入口,八ツ俣
4867,78,1,59,514,0,茱崎線,福井駅→水仙ランド入口,越前シーサイドホテル前
4868,78,1,60,515,0,茱崎線,福井駅→水仙ランド入口,呼鳥門
4869,78,1,61,516,0,茱崎線,福井駅→水仙ランド入口,左右
4870,78,1,62,517,0,茱崎線,福井駅→水仙ランド入口,水仙ランド入口
4871,78,2,1,517,0,茱崎線,水仙ランド入口→福井駅,水仙ランド入口
4872,78,2,2,516,0,茱崎線,水仙ランド入口→福井駅,左右
4873,78,2,3,515,0,茱崎線,水仙ランド入口→福井駅,呼鳥門
4874,78,2,4,514,0,茱崎線,水仙ランド入口→福井駅,越前シーサイドホテル前
4875,78,2,5,513,0,茱崎線,水仙ランド入口→福井駅,八ツ俣
4876,78,2,6,512,0,茱崎線,水仙ランド入口→福井駅,赤坂
4877,78,2,7,511,0,茱崎線,水仙ランド入口→福井駅,居倉
4878,78,2,8,701,1,茱崎線,水仙ランド入口→福井駅,越前水仙の里
4879,78,2,9,510,0,茱崎線,水仙ランド入口→福井駅,北山
4880,78,2,10,609,0,茱崎線,水仙ランド入口→福井駅,越廼海水浴場
4881,78,2,11,509,0,茱崎線,水仙ランド入口→福井駅,蒲生第３
4882,78,2,12,508,1,茱崎線,水仙ランド入口→福井駅,蒲生第２
4883,78,2,13,507,0,茱崎線,水仙ランド入口→福井駅,蒲生
4884,78,2,14,485,0,茱崎線,水仙ランド入口→福井駅,茱崎
4885,78,2,15,484,0,茱崎線,水仙ランド入口→福井駅,茱崎入口
4886,78,2,16,483,1,茱崎線,水仙ランド入口→福井駅,大味
4887,78,2,17,1329,0,茱崎線,水仙ランド入口→福井駅,越廼中学校前
4888,78,2,18,482,0,茱崎線,水仙ランド入口→福井駅,瀬の庄
4889,78,2,19,608,1,茱崎線,水仙ランド入口→福井駅,畠中第２
4890,78,2,20,481,0,茱崎線,水仙ランド入口→福井駅,畠中
4891,78,2,21,480,1,茱崎線,水仙ランド入口→福井駅,風尾
4892,78,2,22,479,1,茱崎線,水仙ランド入口→福井駅,大矢
4893,78,2,23,478,0,茱崎線,水仙ランド入口→福井駅,尼ケ谷
4894,78,2,24,477,1,茱崎線,水仙ランド入口→福井駅,水谷口
4895,78,2,25,471,1,茱崎線,水仙ランド入口→福井駅,宿堂
4896,78,2,26,506,1,茱崎線,水仙ランド入口→福井駅,別所
4897,78,2,27,505,0,茱崎線,水仙ランド入口→福井駅,白滝
4898,78,2,28,504,0,茱崎線,水仙ランド入口→福井駅,清水畑
4899,78,2,29,503,1,茱崎線,水仙ランド入口→福井駅,本折
4900,78,2,30,502,1,茱崎線,水仙ランド入口→福井駅,滝波口
4901,78,2,31,501,0,茱崎線,水仙ランド入口→福井駅,大森
4902,78,2,32,500,1,茱崎線,水仙ランド入口→福井駅,清水診療所
4903,78,2,33,499,1,茱崎線,水仙ランド入口→福井駅,出村第２
4904,78,2,34,498,1,茱崎線,水仙ランド入口→福井駅,出村
4905,78,2,35,8116,0,茱崎線,水仙ランド入口→福井駅,上天下
4906,78,2,36,8145,1,茱崎線,水仙ランド入口→福井駅,中天下
4907,78,2,37,495,1,茱崎線,水仙ランド入口→福井駅,下天下
4908,78,2,38,494,1,茱崎線,水仙ランド入口→福井駅,志津川橋
4909,78,2,39,493,1,茱崎線,水仙ランド入口→福井駅,三留口
4910,78,2,40,492,1,茱崎線,水仙ランド入口→福井駅,竹生
4911,78,2,41,491,1,茱崎線,水仙ランド入口→福井駅,竹生口
4912,78,2,42,490,1,茱崎線,水仙ランド入口→福井駅,清水台保育園
4913,78,2,43,489,1,茱崎線,水仙ランド入口→福井駅,ハイツ中央
4914,78,2,44,488,1,茱崎線,水仙ランド入口→福井駅,新片粕
4915,78,2,45,487,1,茱崎線,水仙ランド入口→福井駅,片粕口
4916,78,2,46,486,1,茱崎線,水仙ランド入口→福井駅,久喜津
4917,78,2,47,1328,1,茱崎線,水仙ランド入口→福井駅,ワッセ前
4918,78,2,48,21,12,茱崎線,水仙ランド入口→福井駅,道守高校
4919,78,2,49,43,1,茱崎線,水仙ランド入口→福井駅,社中学校
4920,78,2,50,42,1,茱崎線,水仙ランド入口→福井駅,若杉第２
4921,78,2,51,41,1,茱崎線,水仙ランド入口→福井駅,若茂
4922,78,2,52,40,1,茱崎線,水仙ランド入口→福井駅,明里三差路
4923,78,2,53,14,1,茱崎線,水仙ランド入口→福井駅,福井競輪場前
4924,78,2,54,13,1,茱崎線,水仙ランド入口→福井駅,明里町
4925,78,2,55,12,1,茱崎線,水仙ランド入口→福井駅,有楽町本町
4926,78,2,56,11,1,茱崎線,水仙ランド入口→福井駅,有楽町
4927,78,2,57,10,1,茱崎線,水仙ランド入口→福井駅,久保町
4928,78,2,58,9,1,茱崎線,水仙ランド入口→福井駅,本町角
4929,78,2,59,7,1,茱崎線,水仙ランド入口→福井駅,福井銀行本店前
4930,78,2,60,47,1,茱崎線,水仙ランド入口→福井駅,駅前大通り
4931,78,2,61,2,7,茱崎線,水仙ランド入口→福井駅,福井駅
4932,79,1,1,2,4,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,福井駅
4933,79,1,2,47,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,駅前大通り
4934,79,1,3,7,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,福井銀行本店前
4935,79,1,4,8,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,片町入口
4936,79,1,5,9,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,本町角
4937,79,1,6,10,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,久保町
4938,79,1,7,39,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,左内公園口
4939,79,1,8,8112,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,足羽山公園下
4940,79,1,9,37,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,不動山口
4941,79,1,10,36,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,山奥町入口
4942,79,1,11,8113,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,豊公民館前
4943,79,1,12,55,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,赤十字血液センター
4944,79,1,13,54,0,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,赤十字病院
4945,79,1,14,55,1,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,赤十字血液センター
4946,79,1,15,56,2,清水グリーンライン（織田）,福井駅→赤十字病院→みどり図書館前→清水プラント３→織田,藤ケ丘
